pae_min	sample
30.11	DISL2_CELE_E03H12.5_data
25.76	DISL2_CELE_E03H12.5_data
25.9	DISL2_CELE_E03H12.5_data
30.18	DISL2_CELE_E03H12.5_data
25.85	DISL2_CELE_E03H12.4_data
26.84	DISL2_CELE_E03H12.4_data
27.57	DISL2_CELE_E03H12.4_data
29.64	DISL2_CELE_E03H12.4_data
29.08	DISL2_CELE_E03H12.4_data
15.7	DISL2_CELE_E03H12.7_data
16.47	DISL2_CELE_E03H12.7_data
16.5	DISL2_CELE_E03H12.7_data
16.74	DISL2_CELE_E03H12.7_data
19.29	DISL2_CELE_E03H12.7_data
27.54	DISL2_CELE_E03H4.11_data
27.68	DISL2_CELE_E03H4.11_data
27.98	DISL2_CELE_E03H4.11_data
28.18	DISL2_CELE_E03H4.11_data
28.85	DISL2_CELE_E03H4.11_data
25.39	DISL2_CELE_E03H4.3_data
28.0	DISL2_CELE_E03H4.3_data
26.0	DISL2_CELE_E03H4.3_data
24.28	DISL2_CELE_E03H4.3_data
25.09	DISL2_CELE_E03H4.3_data
27.24	DISL2_CELE_E03H4.2_data
23.55	DISL2_CELE_E03H4.2_data
25.58	DISL2_CELE_E03H4.2_data
25.85	DISL2_CELE_E03H4.2_data
24.02	DISL2_CELE_E03H4.2_data
26.95	DISL2_CELE_E03H4.4_data
27.57	DISL2_CELE_E03H4.4_data
25.28	DISL2_CELE_E03H4.4_data
29.53	DISL2_CELE_E03H4.4_data
27.5	DISL2_CELE_E03H4.4_data
25.38	DISL2_CELE_E03H4.5_data
25.8	DISL2_CELE_E03H4.5_data
20.87	DISL2_CELE_E03H4.5_data
21.82	DISL2_CELE_E03H4.5_data
20.96	DISL2_CELE_E03H4.5_data
8.0	DISL2_CELE_E04D5.4_data
8.89	DISL2_CELE_E04D5.4_data
7.96	DISL2_CELE_E04D5.4_data
7.74	DISL2_CELE_E04D5.4_data
8.49	DISL2_CELE_E04D5.4_data
9.18	DISL2_CELE_E03H4.8_data
10.02	DISL2_CELE_E03H4.8_data
9.6	DISL2_CELE_E03H4.8_data
8.62	DISL2_CELE_E03H4.8_data
9.51	DISL2_CELE_E03H4.8_data
20.24	DISL2_CELE_E04D5.5_data
19.39	DISL2_CELE_E04D5.5_data
22.82	DISL2_CELE_E04D5.5_data
21.23	DISL2_CELE_E04D5.5_data
23.83	DISL2_CELE_E04D5.5_data
24.85	DISL2_CELE_E04F6.10_data
24.61	DISL2_CELE_E04F6.10_data
25.49	DISL2_CELE_E04F6.10_data
24.47	DISL2_CELE_E04F6.10_data
25.91	DISL2_CELE_E04F6.10_data
19.36	DISL2_CELE_E04F6.4_data
19.61	DISL2_CELE_E04F6.4_data
23.73	DISL2_CELE_E04F6.4_data
18.96	DISL2_CELE_E04F6.4_data
18.33	DISL2_CELE_E04F6.4_data
25.54	DISL2_CELE_E04F6.15_data
26.1	DISL2_CELE_E04F6.15_data
24.53	DISL2_CELE_E04F6.15_data
25.4	DISL2_CELE_E04F6.15_data
26.21	DISL2_CELE_E04F6.15_data
19.53	DISL2_CELE_E04F6.6_data
22.95	DISL2_CELE_E04F6.6_data
19.94	DISL2_CELE_E04F6.6_data
19.9	DISL2_CELE_E04F6.6_data
20.04	DISL2_CELE_E04F6.6_data
23.9	DISL2_CELE_E04F6.9_data
29.14	DISL2_CELE_E04F6.9_data
25.0	DISL2_CELE_E04F6.9_data
25.81	DISL2_CELE_E04F6.9_data
21.56	DISL2_CELE_E04F6.9_data
25.14	DISL2_CELE_E04F6.8_data
23.06	DISL2_CELE_E04F6.8_data
22.72	DISL2_CELE_E04F6.8_data
26.21	DISL2_CELE_E04F6.8_data
22.55	DISL2_CELE_E04F6.8_data
23.51	DISL2_CELE_EEED8.14_data
21.73	DISL2_CELE_EEED8.14_data
23.96	DISL2_CELE_EEED8.14_data
22.25	DISL2_CELE_EEED8.14_data
22.81	DISL2_CELE_EEED8.14_data
27.66	DISL2_CELE_EEED8.13_data
28.26	DISL2_CELE_EEED8.13_data
28.75	DISL2_CELE_EEED8.13_data
27.29	DISL2_CELE_EEED8.13_data
27.76	DISL2_CELE_EEED8.13_data
25.53	DISL2_CELE_EEED8.15_data
22.49	DISL2_CELE_EEED8.15_data
22.02	DISL2_CELE_EEED8.15_data
25.44	DISL2_CELE_EEED8.15_data
21.33	DISL2_CELE_EEED8.15_data
25.17	DISL2_CELE_EEED8.18_data
23.81	DISL2_CELE_EEED8.18_data
21.69	DISL2_CELE_EEED8.18_data
20.58	DISL2_CELE_EEED8.18_data
25.08	DISL2_CELE_EEED8.18_data
29.2	DISL2_CELE_EGAP1.1_data
27.7	DISL2_CELE_EGAP1.1_data
29.93	DISL2_CELE_EGAP1.1_data
26.62	DISL2_CELE_EGAP1.1_data
28.76	DISL2_CELE_EGAP1.1_data
19.37	DISL2_CELE_EGAP1.5_data
23.59	DISL2_CELE_EGAP1.5_data
22.93	DISL2_CELE_EGAP1.5_data
23.34	DISL2_CELE_EGAP1.5_data
23.19	DISL2_CELE_EGAP1.5_data
24.48	DISL2_CELE_EGAP2.1_data
22.8	DISL2_CELE_EGAP2.1_data
23.63	DISL2_CELE_EGAP2.1_data
22.36	DISL2_CELE_EGAP2.1_data
21.89	DISL2_CELE_EGAP2.1_data
20.42	DISL2_CELE_EGAP5.1_data
26.55	DISL2_CELE_EGAP5.1_data
19.97	DISL2_CELE_EGAP5.1_data
20.14	DISL2_CELE_EGAP5.1_data
19.82	DISL2_CELE_EGAP5.1_data
9.03	DISL2_CELE_EGAP2.2_data
9.03	DISL2_CELE_EGAP2.2_data
15.29	DISL2_CELE_EGAP2.2_data
11.88	DISL2_CELE_EGAP2.2_data
9.46	DISL2_CELE_EGAP2.2_data
15.31	DISL2_CELE_EGAP9.3_data
14.29	DISL2_CELE_EGAP9.3_data
13.89	DISL2_CELE_EGAP9.3_data
16.68	DISL2_CELE_EGAP9.3_data
15.75	DISL2_CELE_EGAP9.3_data
20.11	DISL2_CELE_F01D4.5_data
17.87	DISL2_CELE_F01D4.5_data
26.01	DISL2_CELE_F01D4.5_data
22.27	DISL2_CELE_F01D4.5_data
25.12	DISL2_CELE_F01D4.5_data
24.44	DISL2_CELE_EGAP9.4_data
25.01	DISL2_CELE_EGAP9.4_data
23.56	DISL2_CELE_EGAP9.4_data
24.71	DISL2_CELE_EGAP9.4_data
25.43	DISL2_CELE_EGAP9.4_data
18.84	DISL2_CELE_E_BE45912.2_data
18.4	DISL2_CELE_E_BE45912.2_data
18.15	DISL2_CELE_E_BE45912.2_data
18.38	DISL2_CELE_E_BE45912.2_data
18.33	DISL2_CELE_E_BE45912.2_data
24.38	DISL2_CELE_F01D5.10_data
24.36	DISL2_CELE_F01D5.10_data
27.59	DISL2_CELE_F01D5.10_data
26.21	DISL2_CELE_F01D5.10_data
22.36	DISL2_CELE_F01D5.10_data
20.87	DISL2_CELE_F01D5.1_data
27.44	DISL2_CELE_F01D5.1_data
24.89	DISL2_CELE_F01D5.1_data
26.66	DISL2_CELE_F01D5.1_data
21.39	DISL2_CELE_F01D5.1_data
5.84	DISL2_CELE_F01D5.2_data
4.85	DISL2_CELE_F01D5.2_data
5.67	DISL2_CELE_F01D5.2_data
5.12	DISL2_CELE_F01D5.2_data
4.94	DISL2_CELE_F01D5.2_data
23.64	DISL2_CELE_F01D5.3_data
29.04	DISL2_CELE_F01D5.3_data
25.29	DISL2_CELE_F01D5.3_data
27.89	DISL2_CELE_F01D5.3_data
24.23	DISL2_CELE_F01D5.3_data
8.6	DISL2_CELE_F01D5.5_data
8.63	DISL2_CELE_F01D5.5_data
8.46	DISL2_CELE_F01D5.5_data
8.75	DISL2_CELE_F01D5.5_data
8.7	DISL2_CELE_F01D5.5_data
2.58	DISL2_CELE_F01D5.6_data
2.55	DISL2_CELE_F01D5.6_data
9.1	DISL2_CELE_F01D5.6_data
2.78	DISL2_CELE_F01D5.6_data
2.81	DISL2_CELE_F01D5.6_data
27.37	DISL2_CELE_F01D5.7_data
25.13	DISL2_CELE_F01D5.7_data
25.43	DISL2_CELE_F01D5.7_data
23.03	DISL2_CELE_F01D5.7_data
25.79	DISL2_CELE_F01D5.7_data
27.22	DISL2_CELE_F01D5.8_data
25.33	DISL2_CELE_F01D5.8_data
29.43	DISL2_CELE_F01D5.8_data
20.59	DISL2_CELE_F01D5.8_data
27.46	DISL2_CELE_F01D5.8_data
6.49	DISL2_CELE_F01E11.20_data
6.91	DISL2_CELE_F01E11.20_data
5.6	DISL2_CELE_F01E11.20_data
5.63	DISL2_CELE_F01E11.20_data
6.62	DISL2_CELE_F01E11.20_data
15.36	DISL2_CELE_F01E11.3_data
15.13	DISL2_CELE_F01E11.3_data
15.52	DISL2_CELE_F01E11.3_data
15.19	DISL2_CELE_F01E11.3_data
13.89	DISL2_CELE_F01E11.3_data
24.4	DISL2_CELE_F01E11.18_data
29.51	DISL2_CELE_F01E11.18_data
24.02	DISL2_CELE_F01E11.18_data
26.69	DISL2_CELE_F01E11.18_data
25.86	DISL2_CELE_F01E11.18_data
14.03	DISL2_CELE_F01F1.11_data
13.6	DISL2_CELE_F01F1.11_data
13.49	DISL2_CELE_F01F1.11_data
13.44	DISL2_CELE_F01F1.11_data
12.73	DISL2_CELE_F01F1.11_data
17.9	DISL2_CELE_F01F1.14_data
22.53	DISL2_CELE_F01F1.14_data
23.15	DISL2_CELE_F01F1.14_data
23.09	DISL2_CELE_F01F1.14_data
21.84	DISL2_CELE_F01F1.14_data
15.92	DISL2_CELE_F01F1.15_data
25.09	DISL2_CELE_F01F1.15_data
14.42	DISL2_CELE_F01F1.15_data
14.47	DISL2_CELE_F01F1.15_data
18.85	DISL2_CELE_F01F1.15_data
7.64	DISL2_CELE_F01F1.3_data
7.37	DISL2_CELE_F01F1.3_data
7.85	DISL2_CELE_F01F1.3_data
7.41	DISL2_CELE_F01F1.3_data
7.53	DISL2_CELE_F01F1.3_data
22.25	DISL2_CELE_F01F1.2_data
22.22	DISL2_CELE_F01F1.2_data
22.0	DISL2_CELE_F01F1.2_data
20.59	DISL2_CELE_F01F1.2_data
21.92	DISL2_CELE_F01F1.2_data
21.25	DISL2_CELE_F01G10.4_data
22.35	DISL2_CELE_F01G10.4_data
26.49	DISL2_CELE_F01G10.4_data
21.9	DISL2_CELE_F01G10.4_data
26.97	DISL2_CELE_F01G10.4_data
27.46	DISL2_CELE_F01G10.10_data
25.57	DISL2_CELE_F01G10.10_data
25.7	DISL2_CELE_F01G10.10_data
25.4	DISL2_CELE_F01G10.10_data
29.27	DISL2_CELE_F01G10.10_data
20.65	DISL2_CELE_F01G10.6_data
19.73	DISL2_CELE_F01G10.6_data
19.42	DISL2_CELE_F01G10.6_data
19.45	DISL2_CELE_F01G10.6_data
20.38	DISL2_CELE_F01G10.6_data
23.24	DISL2_CELE_F01G10.5_data
25.25	DISL2_CELE_F01G10.5_data
24.05	DISL2_CELE_F01G10.5_data
22.89	DISL2_CELE_F01G10.5_data
28.75	DISL2_CELE_F01G10.5_data
10.26	DISL2_CELE_F01G10.9_data
8.97	DISL2_CELE_F01G10.9_data
7.79	DISL2_CELE_F01G10.9_data
9.47	DISL2_CELE_F01G10.9_data
9.6	DISL2_CELE_F01G10.9_data
26.89	DISL2_CELE_F01G12.18_data
28.53	DISL2_CELE_F01G12.18_data
21.87	DISL2_CELE_F01G12.18_data
22.56	DISL2_CELE_F01G12.18_data
27.48	DISL2_CELE_F01G12.18_data
18.59	DISL2_CELE_F01G4.4_data
10.5	DISL2_CELE_F01G4.4_data
15.87	DISL2_CELE_F01G4.4_data
10.58	DISL2_CELE_F01G4.4_data
18.13	DISL2_CELE_F01G4.4_data
18.74	DISL2_CELE_F02A9.7_data
18.48	DISL2_CELE_F02A9.7_data
17.53	DISL2_CELE_F02A9.7_data
17.46	DISL2_CELE_F02A9.7_data
17.81	DISL2_CELE_F02A9.7_data
20.59	DISL2_CELE_F02C12.1_data
21.21	DISL2_CELE_F02C12.1_data
20.61	DISL2_CELE_F02C12.1_data
19.67	DISL2_CELE_F02C12.1_data
24.89	DISL2_CELE_F02C12.1_data
28.32	DISL2_CELE_F02C12.2_data
28.44	DISL2_CELE_F02C12.2_data
27.52	DISL2_CELE_F02C12.2_data
27.64	DISL2_CELE_F02C12.2_data
25.28	DISL2_CELE_F02C12.2_data
14.6	DISL2_CELE_F02C12.3_data
12.19	DISL2_CELE_F02C12.3_data
11.94	DISL2_CELE_F02C12.3_data
13.4	DISL2_CELE_F02C12.3_data
14.0	DISL2_CELE_F02C12.3_data
3.14	DISL2_CELE_F02C9.1_data
2.92	DISL2_CELE_F02C9.1_data
3.15	DISL2_CELE_F02C9.1_data
3.08	DISL2_CELE_F02C9.1_data
3.24	DISL2_CELE_F02C9.1_data
27.94	DISL2_CELE_F02C9.2_data
28.17	DISL2_CELE_F02C9.2_data
28.85	DISL2_CELE_F02C9.2_data
28.9	DISL2_CELE_F02C9.2_data
27.77	DISL2_CELE_F02C9.2_data
15.51	DISL2_CELE_F02D10.3_data
15.31	DISL2_CELE_F02D10.3_data
15.5	DISL2_CELE_F02D10.3_data
15.76	DISL2_CELE_F02D10.3_data
15.48	DISL2_CELE_F02D10.3_data
12.16	DISL2_CELE_F02D10.2_data
12.21	DISL2_CELE_F02D10.2_data
13.56	DISL2_CELE_F02D10.2_data
18.89	DISL2_CELE_F02D10.2_data
11.83	DISL2_CELE_F02D10.2_data
11.99	DISL2_CELE_F02D10.6_data
13.26	DISL2_CELE_F02D10.6_data
12.19	DISL2_CELE_F02D10.6_data
13.55	DISL2_CELE_F02D10.6_data
12.59	DISL2_CELE_F02D10.6_data
13.61	DISL2_CELE_F02D8.1_data
14.75	DISL2_CELE_F02D8.1_data
12.43	DISL2_CELE_F02D8.1_data
15.01	DISL2_CELE_F02D8.1_data
15.75	DISL2_CELE_F02D8.1_data
24.12	DISL2_CELE_F02D8.4_data
24.66	DISL2_CELE_F02D8.4_data
24.73	DISL2_CELE_F02D8.4_data
24.48	DISL2_CELE_F02D8.4_data
25.71	DISL2_CELE_F02D8.4_data
20.49	DISL2_CELE_F02D8.9_data
19.34	DISL2_CELE_F02D8.9_data
20.28	DISL2_CELE_F02D8.9_data
21.19	DISL2_CELE_F02D8.9_data
18.94	DISL2_CELE_F02D8.9_data
23.19	DISL2_CELE_F02E11.3_data
20.26	DISL2_CELE_F02E11.3_data
18.13	DISL2_CELE_F02E11.3_data
25.64	DISL2_CELE_F02E11.3_data
18.55	DISL2_CELE_F02E11.3_data
22.34	DISL2_CELE_F02E11.2_data
22.25	DISL2_CELE_F02E11.2_data
17.9	DISL2_CELE_F02E11.2_data
20.52	DISL2_CELE_F02E11.2_data
18.64	DISL2_CELE_F02E11.2_data
17.6	DISL2_CELE_F02E11.7_data
20.9	DISL2_CELE_F02E11.7_data
20.65	DISL2_CELE_F02E11.7_data
21.69	DISL2_CELE_F02E11.7_data
21.5	DISL2_CELE_F02E11.7_data
22.04	DISL2_CELE_F02E11.4_data
21.69	DISL2_CELE_F02E11.4_data
28.59	DISL2_CELE_F02E11.4_data
24.42	DISL2_CELE_F02E11.4_data
23.22	DISL2_CELE_F02E11.4_data
18.92	DISL2_CELE_F02E8.4_data
20.63	DISL2_CELE_F02E8.4_data
18.87	DISL2_CELE_F02E8.4_data
20.53	DISL2_CELE_F02E8.4_data
20.11	DISL2_CELE_F02E8.4_data
23.51	DISL2_CELE_F02E9.1_data
25.67	DISL2_CELE_F02E9.1_data
24.32	DISL2_CELE_F02E9.1_data
24.85	DISL2_CELE_F02E9.1_data
23.43	DISL2_CELE_F02E9.1_data
22.2	DISL2_CELE_F02E9.10_data
21.61	DISL2_CELE_F02E9.10_data
13.82	DISL2_CELE_F02E9.10_data
20.15	DISL2_CELE_F02E9.10_data
13.8	DISL2_CELE_F02E9.10_data
25.48	DISL2_CELE_F02E9.3_data
21.13	DISL2_CELE_F02E9.3_data
21.92	DISL2_CELE_F02E9.3_data
28.02	DISL2_CELE_F02E9.3_data
21.23	DISL2_CELE_F02E9.3_data
7.77	DISL2_CELE_F02E9.5_data
7.92	DISL2_CELE_F02E9.5_data
8.67	DISL2_CELE_F02E9.5_data
9.07	DISL2_CELE_F02E9.5_data
7.74	DISL2_CELE_F02E9.5_data
28.02	DISL2_CELE_F02E9.7_data
17.11	DISL2_CELE_F02E9.7_data
27.09	DISL2_CELE_F02E9.7_data
25.39	DISL2_CELE_F02E9.7_data
24.54	DISL2_CELE_F02E9.7_data
22.74	DISL2_CELE_F02H6.2_data
20.11	DISL2_CELE_F02H6.2_data
18.63	DISL2_CELE_F02H6.2_data
23.34	DISL2_CELE_F02H6.2_data
21.31	DISL2_CELE_F02H6.2_data
17.38	DISL2_CELE_F02H6.3_data
17.43	DISL2_CELE_F02H6.3_data
18.18	DISL2_CELE_F02H6.3_data
16.98	DISL2_CELE_F02H6.3_data
15.89	DISL2_CELE_F02H6.3_data
27.18	DISL2_CELE_F02H6.7_data
28.08	DISL2_CELE_F02H6.7_data
27.6	DISL2_CELE_F02H6.7_data
28.45	DISL2_CELE_F02H6.7_data
24.15	DISL2_CELE_F02H6.7_data
13.64	DISL2_CELE_F02H6.6_data
14.17	DISL2_CELE_F02H6.6_data
14.3	DISL2_CELE_F02H6.6_data
13.29	DISL2_CELE_F02H6.6_data
13.36	DISL2_CELE_F02H6.6_data
22.41	DISL2_CELE_F07A11.1_data
28.49	DISL2_CELE_F07A11.1_data
23.86	DISL2_CELE_F07A11.1_data
28.69	DISL2_CELE_F07A11.1_data
29.26	DISL2_CELE_F07A11.1_data
17.45	DISL2_CELE_F07A11.4_data
19.08	DISL2_CELE_F07A11.4_data
18.4	DISL2_CELE_F07A11.4_data
18.66	DISL2_CELE_F07A11.4_data
19.06	DISL2_CELE_F07A11.4_data
28.85	DISL2_CELE_F07A11.5_data
26.77	DISL2_CELE_F07A11.5_data
26.13	DISL2_CELE_F07A11.5_data
28.2	DISL2_CELE_F07A11.5_data
26.3	DISL2_CELE_F07A11.5_data
24.83	DISL2_CELE_F07A5.4_data
25.23	DISL2_CELE_F07A5.4_data
25.42	DISL2_CELE_F07A5.4_data
25.31	DISL2_CELE_F07A5.4_data
26.35	DISL2_CELE_F07A5.4_data
17.5	DISL2_CELE_F07B10.4_data
17.76	DISL2_CELE_F07B10.4_data
17.74	DISL2_CELE_F07B10.4_data
17.32	DISL2_CELE_F07B10.4_data
17.1	DISL2_CELE_F07B10.4_data
20.36	DISL2_CELE_F07B7.1_data
19.63	DISL2_CELE_F07B7.1_data
15.99	DISL2_CELE_F07B7.1_data
20.03	DISL2_CELE_F07B7.1_data
20.96	DISL2_CELE_F07B7.1_data
10.99	DISL2_CELE_F07B10.7_data
10.7	DISL2_CELE_F07B10.7_data
11.13	DISL2_CELE_F07B10.7_data
11.07	DISL2_CELE_F07B10.7_data
11.46	DISL2_CELE_F07B10.7_data
28.09	DISL2_CELE_F07B7.12_data
26.51	DISL2_CELE_F07B7.12_data
26.02	DISL2_CELE_F07B7.12_data
28.27	DISL2_CELE_F07B7.12_data
29.45	DISL2_CELE_F07B7.12_data
11.2	DISL2_CELE_F07B7.7_data
11.52	DISL2_CELE_F07B7.7_data
12.0	DISL2_CELE_F07B7.7_data
11.66	DISL2_CELE_F07B7.7_data
11.86	DISL2_CELE_F07B7.7_data
16.24	DISL2_CELE_F07B7.14_data
14.71	DISL2_CELE_F07B7.14_data
15.27	DISL2_CELE_F07B7.14_data
16.19	DISL2_CELE_F07B7.14_data
15.0	DISL2_CELE_F07B7.14_data
12.28	DISL2_CELE_F07C3.16_data
12.91	DISL2_CELE_F07C3.16_data
13.8	DISL2_CELE_F07C3.16_data
13.73	DISL2_CELE_F07C3.16_data
13.32	DISL2_CELE_F07C3.16_data
21.34	DISL2_CELE_F07B7.2_data
20.74	DISL2_CELE_F07B7.2_data
21.81	DISL2_CELE_F07B7.2_data
23.21	DISL2_CELE_F07B7.2_data
20.33	DISL2_CELE_F07B7.2_data
14.64	DISL2_CELE_F07B7.8_data
13.82	DISL2_CELE_F07B7.8_data
8.86	DISL2_CELE_F07B7.8_data
11.46	DISL2_CELE_F07B7.8_data
14.24	DISL2_CELE_F07B7.8_data
28.29	DISL2_CELE_F07C3.3_data
28.52	DISL2_CELE_F07C3.3_data
24.5	DISL2_CELE_F07C3.3_data
28.22	DISL2_CELE_F07C3.3_data
28.93	DISL2_CELE_F07C3.3_data
18.03	DISL2_CELE_F07C3.2_data
18.83	DISL2_CELE_F07C3.2_data
18.2	DISL2_CELE_F07C3.2_data
18.67	DISL2_CELE_F07C3.2_data
18.56	DISL2_CELE_F07C3.2_data
22.1	DISL2_CELE_F07C3.9_data
25.55	DISL2_CELE_F07C3.9_data
22.75	DISL2_CELE_F07C3.9_data
23.48	DISL2_CELE_F07C3.9_data
22.93	DISL2_CELE_F07C3.9_data
20.92	DISL2_CELE_F07C4.10_data
21.16	DISL2_CELE_F07C4.10_data
17.45	DISL2_CELE_F07C4.10_data
18.89	DISL2_CELE_F07C4.10_data
16.65	DISL2_CELE_F07C4.10_data
21.57	DISL2_CELE_F07C4.11_data
22.93	DISL2_CELE_F07C4.11_data
23.54	DISL2_CELE_F07C4.11_data
21.92	DISL2_CELE_F07C4.11_data
22.39	DISL2_CELE_F07C4.11_data
25.16	DISL2_CELE_F07C4.6_data
24.74	DISL2_CELE_F07C4.6_data
25.37	DISL2_CELE_F07C4.6_data
24.44	DISL2_CELE_F07C4.6_data
23.32	DISL2_CELE_F07C4.6_data
24.3	DISL2_CELE_F07C6.2_data
27.41	DISL2_CELE_F07C6.2_data
25.11	DISL2_CELE_F07C6.2_data
25.97	DISL2_CELE_F07C6.2_data
24.31	DISL2_CELE_F07C6.2_data
24.84	DISL2_CELE_F07C6.3_data
19.65	DISL2_CELE_F07C6.3_data
23.02	DISL2_CELE_F07C6.3_data
24.13	DISL2_CELE_F07C6.3_data
21.91	DISL2_CELE_F07C6.3_data
2.01	DISL2_CELE_F07C6.4_data
2.2	DISL2_CELE_F07C6.4_data
2.16	DISL2_CELE_F07C6.4_data
2.16	DISL2_CELE_F07C6.4_data
2.11	DISL2_CELE_F07C6.4_data
26.04	DISL2_CELE_F07C6.6_data
25.81	DISL2_CELE_F07C6.6_data
24.35	DISL2_CELE_F07C6.6_data
26.33	DISL2_CELE_F07C6.6_data
25.39	DISL2_CELE_F07C6.6_data
22.04	DISL2_CELE_F07D3.3_data
21.16	DISL2_CELE_F07D3.3_data
22.13	DISL2_CELE_F07D3.3_data
18.93	DISL2_CELE_F07D3.3_data
21.76	DISL2_CELE_F07D3.3_data
28.89	DISL2_CELE_F07E5.12_data
29.94	DISL2_CELE_F07E5.12_data
29.42	DISL2_CELE_F07E5.12_data
21.15	DISL2_CELE_F07E5.12_data
20.62	DISL2_CELE_F07E5.12_data
20.58	DISL2_CELE_F07E5.13_data
18.0	DISL2_CELE_F07E5.13_data
19.14	DISL2_CELE_F07E5.13_data
22.7	DISL2_CELE_F07E5.13_data
22.12	DISL2_CELE_F07E5.13_data
10.07	DISL2_CELE_F07E5.5_data
10.5	DISL2_CELE_F07E5.5_data
11.38	DISL2_CELE_F07E5.5_data
11.77	DISL2_CELE_F07E5.5_data
11.43	DISL2_CELE_F07E5.5_data
17.2	DISL2_CELE_F07E5.7_data
17.58	DISL2_CELE_F07E5.7_data
19.75	DISL2_CELE_F07E5.7_data
17.6	DISL2_CELE_F07E5.7_data
16.73	DISL2_CELE_F07E5.7_data
21.28	DISL2_CELE_F07E5.8_data
21.63	DISL2_CELE_F07E5.8_data
21.47	DISL2_CELE_F07E5.8_data
21.44	DISL2_CELE_F07E5.8_data
23.0	DISL2_CELE_F07E5.8_data
8.93	DISL2_CELE_F07E5.9_data
8.79	DISL2_CELE_F07E5.9_data
9.02	DISL2_CELE_F07E5.9_data
8.89	DISL2_CELE_F07E5.9_data
8.76	DISL2_CELE_F07E5.9_data
25.25	DISL2_CELE_F07F6.7_data
25.58	DISL2_CELE_F07F6.7_data
24.5	DISL2_CELE_F07F6.7_data
24.09	DISL2_CELE_F07F6.7_data
24.69	DISL2_CELE_F07F6.7_data
25.96	DISL2_CELE_F07F6.8_data
27.68	DISL2_CELE_F07F6.8_data
26.97	DISL2_CELE_F07F6.8_data
22.25	DISL2_CELE_F07F6.8_data
23.07	DISL2_CELE_F07F6.8_data
27.1	DISL2_CELE_F07G11.1_data
26.63	DISL2_CELE_F07G11.1_data
28.76	DISL2_CELE_F07G11.1_data
27.16	DISL2_CELE_F07G11.1_data
29.97	DISL2_CELE_F07G11.1_data
17.4	DISL2_CELE_F07G11.2_data
20.85	DISL2_CELE_F07G11.2_data
25.11	DISL2_CELE_F07G11.2_data
24.7	DISL2_CELE_F07G11.2_data
18.09	DISL2_CELE_F07G11.2_data
26.5	DISL2_CELE_F07G11.3_data
25.67	DISL2_CELE_F07G11.3_data
25.21	DISL2_CELE_F07G11.3_data
25.16	DISL2_CELE_F07G11.3_data
26.06	DISL2_CELE_F07G11.3_data
14.36	DISL2_CELE_F07G11.4_data
17.23	DISL2_CELE_F07G11.4_data
16.62	DISL2_CELE_F07G11.4_data
15.71	DISL2_CELE_F07G11.4_data
16.16	DISL2_CELE_F07G11.4_data
23.33	DISL2_CELE_F07G6.12_data
23.77	DISL2_CELE_F07G6.12_data
11.89	DISL2_CELE_F07G6.12_data
12.26	DISL2_CELE_F07G6.12_data
11.37	DISL2_CELE_F07G6.12_data
22.32	DISL2_CELE_F07G6.10_data
27.13	DISL2_CELE_F07G6.10_data
24.64	DISL2_CELE_F07G6.10_data
23.99	DISL2_CELE_F07G6.10_data
26.98	DISL2_CELE_F07G6.10_data
6.08	DISL2_CELE_F07G6.2_data
5.95	DISL2_CELE_F07G6.2_data
5.82	DISL2_CELE_F07G6.2_data
6.45	DISL2_CELE_F07G6.2_data
6.62	DISL2_CELE_F07G6.2_data
11.7	DISL2_CELE_F07G6.5_data
11.89	DISL2_CELE_F07G6.5_data
11.65	DISL2_CELE_F07G6.5_data
12.43	DISL2_CELE_F07G6.5_data
12.1	DISL2_CELE_F07G6.5_data
17.33	DISL2_CELE_F07G6.8_data
25.56	DISL2_CELE_F07G6.8_data
14.64	DISL2_CELE_F07G6.8_data
23.01	DISL2_CELE_F07G6.8_data
20.78	DISL2_CELE_F07G6.8_data
28.46	DISL2_CELE_F07H5.10_data
27.79	DISL2_CELE_F07H5.10_data
27.64	DISL2_CELE_F07H5.10_data
28.1	DISL2_CELE_F07H5.10_data
26.93	DISL2_CELE_F07H5.10_data
22.5	DISL2_CELE_F07H5.13_data
26.4	DISL2_CELE_F07H5.13_data
21.5	DISL2_CELE_F07H5.13_data
26.56	DISL2_CELE_F07H5.13_data
24.99	DISL2_CELE_F07H5.13_data
16.98	DISL2_CELE_F07H5.7_data
16.12	DISL2_CELE_F07H5.7_data
16.52	DISL2_CELE_F07H5.7_data
16.49	DISL2_CELE_F07H5.7_data
16.87	DISL2_CELE_F07H5.7_data
9.27	DISL2_CELE_F08A7.1_data
9.38	DISL2_CELE_F08A7.1_data
9.94	DISL2_CELE_F08A7.1_data
9.31	DISL2_CELE_F08A7.1_data
9.99	DISL2_CELE_F08A7.1_data
9.63	DISL2_CELE_F08A8.8_data
10.17	DISL2_CELE_F08A8.8_data
9.87	DISL2_CELE_F08A8.8_data
16.85	DISL2_CELE_F08A8.8_data
9.39	DISL2_CELE_F08A8.8_data
6.21	DISL2_CELE_F08B12.11_data
5.85	DISL2_CELE_F08B12.11_data
4.33	DISL2_CELE_F08B12.11_data
6.11	DISL2_CELE_F08B12.11_data
6.56	DISL2_CELE_F08B12.11_data
19.56	DISL2_CELE_F08B4.8_data
15.3	DISL2_CELE_F08B4.8_data
18.36	DISL2_CELE_F08B4.8_data
16.15	DISL2_CELE_F08B4.8_data
