pae_min	sample
23.84	PRG1_CELE_T01D1.8_data
25.48	PRG1_CELE_T01D1.8_data
21.63	PRG1_CELE_T01D3.6_data
26.11	PRG1_CELE_T01D3.6_data
25.74	PRG1_CELE_T01D3.6_data
25.34	PRG1_CELE_T01D3.6_data
24.47	PRG1_CELE_T01D3.6_data
18.73	PRG1_CELE_T01D3.3_data
22.79	PRG1_CELE_T01D3.3_data
19.71	PRG1_CELE_T01D3.3_data
20.77	PRG1_CELE_T01D3.3_data
19.45	PRG1_CELE_T01D3.3_data
9.76	PRG1_CELE_T01G1.2_data
20.5	PRG1_CELE_T01G1.2_data
9.31	PRG1_CELE_T01G1.2_data
10.4	PRG1_CELE_T01G1.2_data
9.54	PRG1_CELE_T01G1.2_data
27.36	PRG1_CELE_T01E8.1_data
26.95	PRG1_CELE_T01E8.1_data
30.17	PRG1_CELE_T01E8.1_data
28.22	PRG1_CELE_T01E8.1_data
27.17	PRG1_CELE_T01E8.1_data
19.94	PRG1_CELE_T01G5.6_data
27.94	PRG1_CELE_T01G5.6_data
24.33	PRG1_CELE_T01G5.6_data
25.38	PRG1_CELE_T01G5.6_data
25.61	PRG1_CELE_T01G5.6_data
29.74	PRG1_CELE_T01G1.4_data
29.77	PRG1_CELE_T01G1.4_data
26.26	PRG1_CELE_T01G1.4_data
27.81	PRG1_CELE_T01G1.4_data
26.96	PRG1_CELE_T01G1.4_data
16.44	PRG1_CELE_T01G5.7_data
16.55	PRG1_CELE_T01G5.7_data
19.24	PRG1_CELE_T01G5.7_data
21.52	PRG1_CELE_T01G5.7_data
20.54	PRG1_CELE_T01G5.7_data
21.22	PRG1_CELE_T01G5.8_data
20.18	PRG1_CELE_T01G5.8_data
18.73	PRG1_CELE_T01G5.8_data
19.73	PRG1_CELE_T01G5.8_data
19.37	PRG1_CELE_T01G5.8_data
30.42	PRG1_CELE_T01G6.1_data
30.56	PRG1_CELE_T01G6.1_data
29.64	PRG1_CELE_T01G6.1_data
29.59	PRG1_CELE_T01G6.1_data
29.77	PRG1_CELE_T01G6.1_data
30.3	PRG1_CELE_T01G6.10_data
28.54	PRG1_CELE_T01G6.10_data
27.59	PRG1_CELE_T01G6.10_data
28.31	PRG1_CELE_T01G6.10_data
28.46	PRG1_CELE_T01G6.10_data
9.79	PRG1_CELE_T01H3.2_data
10.11	PRG1_CELE_T01H3.2_data
9.73	PRG1_CELE_T01H3.2_data
9.28	PRG1_CELE_T01H3.2_data
9.82	PRG1_CELE_T01H3.2_data
16.57	PRG1_CELE_T01H10.11_data
17.47	PRG1_CELE_T01H10.11_data
16.9	PRG1_CELE_T01H10.11_data
16.01	PRG1_CELE_T01H10.11_data
17.14	PRG1_CELE_T01H10.11_data
17.37	PRG1_CELE_T01H3.3_data
15.44	PRG1_CELE_T01H3.3_data
16.84	PRG1_CELE_T01H3.3_data
16.03	PRG1_CELE_T01H3.3_data
17.15	PRG1_CELE_T01H3.3_data
20.27	PRG1_CELE_T01H3.5_data
18.92	PRG1_CELE_T01H3.5_data
19.97	PRG1_CELE_T01H3.5_data
20.38	PRG1_CELE_T01H3.5_data
18.98	PRG1_CELE_T01H3.5_data
28.2	PRG1_CELE_T02B11.4_data
30.53	PRG1_CELE_T02B11.4_data
29.94	PRG1_CELE_T02B11.4_data
28.25	PRG1_CELE_T02B11.4_data
29.25	PRG1_CELE_T02B11.4_data
9.74	PRG1_CELE_T02B11.6_data
9.84	PRG1_CELE_T02B11.6_data
9.49	PRG1_CELE_T02B11.6_data
10.34	PRG1_CELE_T02B11.6_data
10.18	PRG1_CELE_T02B11.6_data
13.07	PRG1_CELE_T02B11.8_data
11.83	PRG1_CELE_T02B11.8_data
13.29	PRG1_CELE_T02B11.8_data
11.74	PRG1_CELE_T02B11.8_data
16.08	PRG1_CELE_T02B11.8_data
15.26	PRG1_CELE_T02B11.9_data
14.9	PRG1_CELE_T02B11.9_data
14.12	PRG1_CELE_T02B11.9_data
13.75	PRG1_CELE_T02B11.9_data
14.86	PRG1_CELE_T02B11.9_data
21.12	PRG1_CELE_T02C1.2_data
22.47	PRG1_CELE_T02C1.2_data
21.65	PRG1_CELE_T02C1.2_data
22.14	PRG1_CELE_T02C1.2_data
21.91	PRG1_CELE_T02C1.2_data
25.05	PRG1_CELE_T02C12.5_data
24.68	PRG1_CELE_T02C12.5_data
24.67	PRG1_CELE_T02C12.5_data
25.6	PRG1_CELE_T02C12.5_data
25.97	PRG1_CELE_T02C12.5_data
19.59	PRG1_CELE_T02C5.1_data
20.56	PRG1_CELE_T02C5.1_data
23.03	PRG1_CELE_T02C5.1_data
19.29	PRG1_CELE_T02C5.1_data
19.62	PRG1_CELE_T02C5.1_data
17.68	PRG1_CELE_T02D1.7_data
14.93	PRG1_CELE_T02D1.7_data
25.84	PRG1_CELE_T02D1.7_data
16.49	PRG1_CELE_T02D1.7_data
17.71	PRG1_CELE_T02D1.7_data
20.16	PRG1_CELE_T02D1.4_data
20.1	PRG1_CELE_T02D1.4_data
17.14	PRG1_CELE_T02D1.4_data
20.88	PRG1_CELE_T02D1.4_data
20.72	PRG1_CELE_T02D1.4_data
19.94	PRG1_CELE_T02D1.9_data
28.29	PRG1_CELE_T02D1.9_data
27.5	PRG1_CELE_T02D1.9_data
28.23	PRG1_CELE_T02D1.9_data
25.0	PRG1_CELE_T02D1.9_data
27.06	PRG1_CELE_T02D1.8_data
15.94	PRG1_CELE_T02D1.8_data
16.84	PRG1_CELE_T02D1.8_data
16.73	PRG1_CELE_T02D1.8_data
16.49	PRG1_CELE_T02D1.8_data
27.39	PRG1_CELE_T02E1.2_data
21.68	PRG1_CELE_T02E1.2_data
27.53	PRG1_CELE_T02E1.2_data
27.58	PRG1_CELE_T02E1.2_data
24.21	PRG1_CELE_T02E1.2_data
12.07	PRG1_CELE_T02E1.6_data
12.74	PRG1_CELE_T02E1.6_data
12.07	PRG1_CELE_T02E1.6_data
12.68	PRG1_CELE_T02E1.6_data
11.88	PRG1_CELE_T02E1.6_data
26.13	PRG1_CELE_T02E1.8_data
27.24	PRG1_CELE_T02E1.8_data
26.61	PRG1_CELE_T02E1.8_data
27.66	PRG1_CELE_T02E1.8_data
27.38	PRG1_CELE_T02E1.8_data
15.69	PRG1_CELE_T02E9.5_data
17.56	PRG1_CELE_T02E9.5_data
17.49	PRG1_CELE_T02E9.5_data
16.81	PRG1_CELE_T02E9.5_data
16.47	PRG1_CELE_T02E9.5_data
23.52	PRG1_CELE_T02E9.6_data
25.9	PRG1_CELE_T02E9.6_data
25.39	PRG1_CELE_T02E9.6_data
23.69	PRG1_CELE_T02E9.6_data
24.99	PRG1_CELE_T02E9.6_data
27.72	PRG1_CELE_T02G5.14_data
29.49	PRG1_CELE_T02G5.14_data
20.01	PRG1_CELE_T02G5.14_data
20.35	PRG1_CELE_T02G5.14_data
21.96	PRG1_CELE_T02G5.14_data
16.9	PRG1_CELE_T02G5.15_data
17.51	PRG1_CELE_T02G5.15_data
16.47	PRG1_CELE_T02G5.15_data
16.95	PRG1_CELE_T02G5.15_data
14.81	PRG1_CELE_T02G5.15_data
28.15	PRG1_CELE_T02G5.3_data
26.92	PRG1_CELE_T02G5.3_data
27.18	PRG1_CELE_T02G5.3_data
28.74	PRG1_CELE_T02G5.3_data
28.37	PRG1_CELE_T02G5.3_data
30.28	PRG1_CELE_T02G5.7_data
29.95	PRG1_CELE_T02G5.7_data
28.85	PRG1_CELE_T02G5.7_data
28.7	PRG1_CELE_T02G5.7_data
28.84	PRG1_CELE_T02G5.7_data
29.18	PRG1_CELE_T02G6.11_data
29.95	PRG1_CELE_T02G6.11_data
28.47	PRG1_CELE_T02G6.11_data
29.39	PRG1_CELE_T02G6.11_data
28.78	PRG1_CELE_T02G6.11_data
6.13	PRG1_CELE_T02G6.3_data
4.91	PRG1_CELE_T02G6.3_data
5.28	PRG1_CELE_T02G6.3_data
6.34	PRG1_CELE_T02G6.3_data
5.65	PRG1_CELE_T02G6.3_data
11.66	PRG1_CELE_T02G6.4_data
11.83	PRG1_CELE_T02G6.4_data
10.98	PRG1_CELE_T02G6.4_data
11.16	PRG1_CELE_T02G6.4_data
11.9	PRG1_CELE_T02G6.4_data
15.76	PRG1_CELE_T02G6.6_data
16.2	PRG1_CELE_T02G6.6_data
17.17	PRG1_CELE_T02G6.6_data
15.28	PRG1_CELE_T02G6.6_data
15.59	PRG1_CELE_T02G6.6_data
20.18	PRG1_CELE_T02G6.5_data
28.81	PRG1_CELE_T02G6.5_data
13.58	PRG1_CELE_T02G6.5_data
13.36	PRG1_CELE_T02G6.5_data
12.74	PRG1_CELE_T02G6.5_data
19.23	PRG1_CELE_T02H6.1_data
18.32	PRG1_CELE_T02H6.1_data
17.51	PRG1_CELE_T02H6.1_data
18.6	PRG1_CELE_T02H6.1_data
18.23	PRG1_CELE_T02H6.1_data
15.32	PRG1_CELE_T02H6.10_data
16.63	PRG1_CELE_T02H6.10_data
15.77	PRG1_CELE_T02H6.10_data
17.13	PRG1_CELE_T02H6.10_data
14.98	PRG1_CELE_T02H6.10_data
19.25	PRG1_CELE_T02H6.11_data
19.2	PRG1_CELE_T02H6.11_data
14.01	PRG1_CELE_T02H6.11_data
14.27	PRG1_CELE_T02H6.11_data
14.53	PRG1_CELE_T02H6.11_data
16.71	PRG1_CELE_T02H6.3_data
23.21	PRG1_CELE_T02H6.3_data
25.62	PRG1_CELE_T02H6.3_data
27.05	PRG1_CELE_T02H6.3_data
25.89	PRG1_CELE_T02H6.3_data
6.04	PRG1_CELE_T02H6.4_data
6.32	PRG1_CELE_T02H6.4_data
15.83	PRG1_CELE_T02H6.4_data
7.12	PRG1_CELE_T02H6.4_data
9.06	PRG1_CELE_T02H6.4_data
27.46	PRG1_CELE_T02H6.5_data
23.5	PRG1_CELE_T02H6.5_data
22.86	PRG1_CELE_T02H6.5_data
22.26	PRG1_CELE_T02H6.5_data
22.8	PRG1_CELE_T02H6.5_data
19.54	PRG1_CELE_T02H6.6_data
19.62	PRG1_CELE_T02H6.6_data
18.6	PRG1_CELE_T02H6.6_data
19.27	PRG1_CELE_T02H6.6_data
23.85	PRG1_CELE_T02H6.6_data
7.77	PRG1_CELE_T02H6.7_data
8.18	PRG1_CELE_T02H6.7_data
9.94	PRG1_CELE_T02H6.7_data
8.36	PRG1_CELE_T02H6.7_data
8.36	PRG1_CELE_T02H6.7_data
17.1	PRG1_CELE_T02H6.8_data
17.95	PRG1_CELE_T02H6.8_data
17.24	PRG1_CELE_T02H6.8_data
26.87	PRG1_CELE_T02H6.8_data
17.99	PRG1_CELE_T02H6.8_data
19.92	PRG1_CELE_T03D3.5_data
15.48	PRG1_CELE_T03D3.5_data
15.63	PRG1_CELE_T03D3.5_data
15.76	PRG1_CELE_T03D3.5_data
16.02	PRG1_CELE_T03D3.5_data
20.5	PRG1_CELE_T02H6.9_data
20.56	PRG1_CELE_T02H6.9_data
20.09	PRG1_CELE_T02H6.9_data
20.45	PRG1_CELE_T02H6.9_data
20.14	PRG1_CELE_T02H6.9_data
25.73	PRG1_CELE_T03D8.6_data
27.18	PRG1_CELE_T03D8.6_data
25.4	PRG1_CELE_T03D8.6_data
25.27	PRG1_CELE_T03D8.6_data
25.17	PRG1_CELE_T03D8.6_data
19.27	PRG1_CELE_T03E6.8_data
23.15	PRG1_CELE_T03E6.8_data
17.0	PRG1_CELE_T03E6.8_data
22.48	PRG1_CELE_T03E6.8_data
21.94	PRG1_CELE_T03E6.8_data
17.97	PRG1_CELE_T03E6.9_data
23.29	PRG1_CELE_T03E6.9_data
27.78	PRG1_CELE_T03E6.9_data
18.61	PRG1_CELE_T03E6.9_data
18.19	PRG1_CELE_T03E6.9_data
20.3	PRG1_CELE_T03F1.12_data
15.1	PRG1_CELE_T03F1.12_data
16.82	PRG1_CELE_T03F1.12_data
22.95	PRG1_CELE_T03F1.12_data
26.75	PRG1_CELE_T03F1.12_data
13.46	PRG1_CELE_T03F1.11_data
13.57	PRG1_CELE_T03F1.11_data
13.3	PRG1_CELE_T03F1.11_data
13.52	PRG1_CELE_T03F1.11_data
12.82	PRG1_CELE_T03F1.11_data
29.76	PRG1_CELE_T03F1.6_data
29.46	PRG1_CELE_T03F1.6_data
29.13	PRG1_CELE_T03F1.6_data
28.83	PRG1_CELE_T03F1.6_data
29.58	PRG1_CELE_T03F1.6_data
20.6	PRG1_CELE_T03F6.10_data
20.49	PRG1_CELE_T03F6.10_data
25.87	PRG1_CELE_T03F6.10_data
23.84	PRG1_CELE_T03F6.10_data
20.38	PRG1_CELE_T03F6.10_data
17.48	PRG1_CELE_T03F6.4_data
27.41	PRG1_CELE_T03F6.4_data
18.42	PRG1_CELE_T03F6.4_data
18.81	PRG1_CELE_T03F6.4_data
17.95	PRG1_CELE_T03F6.4_data
24.74	PRG1_CELE_T03F6.9_data
25.06	PRG1_CELE_T03F6.9_data
25.43	PRG1_CELE_T03F6.9_data
25.1	PRG1_CELE_T03F6.9_data
24.36	PRG1_CELE_T03F6.9_data
12.02	PRG1_CELE_T03F6.6_data
13.26	PRG1_CELE_T03F6.6_data
13.22	PRG1_CELE_T03F6.6_data
13.23	PRG1_CELE_T03F6.6_data
13.22	PRG1_CELE_T03F6.6_data
22.93	PRG1_CELE_T03F7.5_data
22.97	PRG1_CELE_T03F7.5_data
27.73	PRG1_CELE_T03F7.5_data
23.02	PRG1_CELE_T03F7.5_data
22.65	PRG1_CELE_T03F7.5_data
23.87	PRG1_CELE_T03F7.7_data
28.54	PRG1_CELE_T03F7.7_data
24.22	PRG1_CELE_T03F7.7_data
23.33	PRG1_CELE_T03F7.7_data
26.64	PRG1_CELE_T03F7.7_data
20.04	PRG1_CELE_T03F7.6_data
19.26	PRG1_CELE_T03F7.6_data
19.37	PRG1_CELE_T03F7.6_data
24.07	PRG1_CELE_T03F7.6_data
23.9	PRG1_CELE_T03F7.6_data
14.88	PRG1_CELE_T03G11.10_data
13.82	PRG1_CELE_T03G11.10_data
14.61	PRG1_CELE_T03G11.10_data
14.31	PRG1_CELE_T03G11.10_data
14.83	PRG1_CELE_T03G11.10_data
16.74	PRG1_CELE_T03G11.9_data
17.17	PRG1_CELE_T03G11.9_data
16.8	PRG1_CELE_T03G11.9_data
16.61	PRG1_CELE_T03G11.9_data
16.91	PRG1_CELE_T03G11.9_data
27.8	PRG1_CELE_T03G6.1_data
27.65	PRG1_CELE_T03G6.1_data
27.51	PRG1_CELE_T03G6.1_data
26.65	PRG1_CELE_T03G6.1_data
26.63	PRG1_CELE_T03G6.1_data
18.13	PRG1_CELE_T03G6.3_data
18.02	PRG1_CELE_T03G6.3_data
19.22	PRG1_CELE_T03G6.3_data
17.78	PRG1_CELE_T03G6.3_data
27.71	PRG1_CELE_T03G6.3_data
21.06	PRG1_CELE_T04A11.1_data
30.36	PRG1_CELE_T04A11.1_data
22.41	PRG1_CELE_T04A11.1_data
23.39	PRG1_CELE_T04A11.1_data
23.73	PRG1_CELE_T04A11.1_data
16.65	PRG1_CELE_T03G6.7_data
16.86	PRG1_CELE_T03G6.7_data
16.7	PRG1_CELE_T03G6.7_data
17.22	PRG1_CELE_T03G6.7_data
17.94	PRG1_CELE_T03G6.7_data
24.17	PRG1_CELE_T04A11.2_data
27.98	PRG1_CELE_T04A11.2_data
22.29	PRG1_CELE_T04A11.2_data
21.36	PRG1_CELE_T04A11.2_data
23.78	PRG1_CELE_T04A11.2_data
29.28	PRG1_CELE_T04A6.1_data
29.69	PRG1_CELE_T04A6.1_data
29.62	PRG1_CELE_T04A6.1_data
29.3	PRG1_CELE_T04A6.1_data
29.1	PRG1_CELE_T04A6.1_data
10.81	PRG1_CELE_T04A6.2_data
11.29	PRG1_CELE_T04A6.2_data
10.98	PRG1_CELE_T04A6.2_data
11.18	PRG1_CELE_T04A6.2_data
10.89	PRG1_CELE_T04A6.2_data
25.26	PRG1_CELE_T04A8.13_data
17.96	PRG1_CELE_T04A8.13_data
19.04	PRG1_CELE_T04A8.13_data
23.6	PRG1_CELE_T04A8.13_data
19.41	PRG1_CELE_T04A8.13_data
23.91	PRG1_CELE_T04A6.3_data
25.52	PRG1_CELE_T04A6.3_data
22.34	PRG1_CELE_T04A6.3_data
22.37	PRG1_CELE_T04A6.3_data
22.59	PRG1_CELE_T04A6.3_data
20.09	PRG1_CELE_T04A8.18_data
23.45	PRG1_CELE_T04A8.18_data
26.19	PRG1_CELE_T04A8.18_data
26.26	PRG1_CELE_T04A8.18_data
27.58	PRG1_CELE_T04A8.18_data
21.19	PRG1_CELE_T04A8.8_data
17.86	PRG1_CELE_T04A8.8_data
17.7	PRG1_CELE_T04A8.8_data
17.64	PRG1_CELE_T04A8.8_data
20.04	PRG1_CELE_T04A8.8_data
26.59	PRG1_CELE_T04A8.7_data
27.99	PRG1_CELE_T04A8.7_data
27.7	PRG1_CELE_T04A8.7_data
27.15	PRG1_CELE_T04A8.7_data
27.16	PRG1_CELE_T04A8.7_data
22.62	PRG1_CELE_T04B2.7_data
21.8	PRG1_CELE_T04B2.7_data
24.33	PRG1_CELE_T04B2.7_data
23.66	PRG1_CELE_T04B2.7_data
22.06	PRG1_CELE_T04B2.7_data
16.49	PRG1_CELE_T04B2.3_data
17.35	PRG1_CELE_T04B2.3_data
16.64	PRG1_CELE_T04B2.3_data
17.23	PRG1_CELE_T04B2.3_data
22.68	PRG1_CELE_T04B2.3_data
15.23	PRG1_CELE_T04B2.8_data
16.83	PRG1_CELE_T04B2.8_data
15.31	PRG1_CELE_T04B2.8_data
15.56	PRG1_CELE_T04B2.8_data
15.75	PRG1_CELE_T04B2.8_data
26.55	PRG1_CELE_T04B8.1_data
25.66	PRG1_CELE_T04B8.1_data
27.31	PRG1_CELE_T04B8.1_data
28.25	PRG1_CELE_T04B8.1_data
27.37	PRG1_CELE_T04B8.1_data
8.79	PRG1_CELE_T04B8.5_data
7.0	PRG1_CELE_T04B8.5_data
8.17	PRG1_CELE_T04B8.5_data
8.07	PRG1_CELE_T04B8.5_data
7.73	PRG1_CELE_T04B8.5_data
28.14	PRG1_CELE_T04C10.3_data
29.24	PRG1_CELE_T04C10.3_data
27.93	PRG1_CELE_T04C10.3_data
28.26	PRG1_CELE_T04C10.3_data
28.99	PRG1_CELE_T04C10.3_data
18.76	PRG1_CELE_T04C10.11_data
19.09	PRG1_CELE_T04C10.11_data
17.57	PRG1_CELE_T04C10.11_data
17.91	PRG1_CELE_T04C10.11_data
15.18	PRG1_CELE_T04C10.11_data
23.22	PRG1_CELE_T04C12.1_data
27.32	PRG1_CELE_T04C12.1_data
24.94	PRG1_CELE_T04C12.1_data
25.23	PRG1_CELE_T04C12.1_data
26.36	PRG1_CELE_T04C12.1_data
21.9	PRG1_CELE_T04C12.11_data
22.62	PRG1_CELE_T04C12.11_data
20.46	PRG1_CELE_T04C12.11_data
21.8	PRG1_CELE_T04C12.11_data
22.2	PRG1_CELE_T04C12.11_data
25.27	PRG1_CELE_T04C12.33_data
26.34	PRG1_CELE_T04C12.33_data
22.46	PRG1_CELE_T04C12.33_data
26.36	PRG1_CELE_T04C12.33_data
26.21	PRG1_CELE_T04C12.33_data
14.85	PRG1_CELE_T04C12.7_data
14.65	PRG1_CELE_T04C12.7_data
15.05	PRG1_CELE_T04C12.7_data
15.46	PRG1_CELE_T04C12.7_data
14.77	PRG1_CELE_T04C12.7_data
26.24	PRG1_CELE_T04C12.8_data
23.64	PRG1_CELE_T04C12.8_data
24.24	PRG1_CELE_T04C12.8_data
23.38	PRG1_CELE_T04C12.8_data
25.85	PRG1_CELE_T04C12.8_data
13.18	PRG1_CELE_T04C4.3_data
13.24	PRG1_CELE_T04C4.3_data
13.41	PRG1_CELE_T04C4.3_data
13.91	PRG1_CELE_T04C4.3_data
12.32	PRG1_CELE_T04C4.3_data
21.41	PRG1_CELE_T04C12.9_data
22.72	PRG1_CELE_T04C12.9_data
22.01	PRG1_CELE_T04C12.9_data
20.92	PRG1_CELE_T04C12.9_data
22.33	PRG1_CELE_T04C12.9_data
24.64	PRG1_CELE_T04C9.1_data
21.62	PRG1_CELE_T04C9.1_data
23.03	PRG1_CELE_T04C9.1_data
22.22	PRG1_CELE_T04C9.1_data
24.05	PRG1_CELE_T04C9.1_data
13.97	PRG1_CELE_T04C9.2_data
13.01	PRG1_CELE_T04C9.2_data
14.21	PRG1_CELE_T04C9.2_data
13.79	PRG1_CELE_T04C9.2_data
13.99	PRG1_CELE_T04C9.2_data
18.33	PRG1_CELE_T04C9.3_data
18.16	PRG1_CELE_T04C9.3_data
19.8	PRG1_CELE_T04C9.3_data
20.85	PRG1_CELE_T04C9.3_data
20.53	PRG1_CELE_T04C9.3_data
28.44	PRG1_CELE_T04D1.2_data
25.32	PRG1_CELE_T04D1.2_data
21.93	PRG1_CELE_T04D1.2_data
23.01	PRG1_CELE_T04D1.2_data
22.73	PRG1_CELE_T04D1.2_data
27.67	PRG1_CELE_T04D3.1_data
29.23	PRG1_CELE_T04D3.1_data
25.31	PRG1_CELE_T04D3.1_data
21.24	PRG1_CELE_T04D3.1_data
20.14	PRG1_CELE_T04D3.1_data
22.42	PRG1_CELE_T04D3.5_data
24.41	PRG1_CELE_T04D3.5_data
22.61	PRG1_CELE_T04D3.5_data
27.28	PRG1_CELE_T04D3.5_data
26.41	PRG1_CELE_T04D3.5_data
21.33	PRG1_CELE_T04D3.8_data
20.98	PRG1_CELE_T04D3.8_data
18.16	PRG1_CELE_T04D3.8_data
23.46	PRG1_CELE_T04D3.8_data
20.9	PRG1_CELE_T04D3.8_data
24.97	PRG1_CELE_T04F3.3_data
29.43	PRG1_CELE_T04F3.3_data
24.6	PRG1_CELE_T04F3.3_data
24.8	PRG1_CELE_T04F3.3_data
24.52	PRG1_CELE_T04F3.3_data
16.43	PRG1_CELE_T04F3.4_data
23.69	PRG1_CELE_T04F3.4_data
16.1	PRG1_CELE_T04F3.4_data
25.13	PRG1_CELE_T04F3.4_data
14.23	PRG1_CELE_T04F3.4_data
18.09	PRG1_CELE_T04F8.2_data
17.32	PRG1_CELE_T04F8.2_data
16.71	PRG1_CELE_T04F8.2_data
17.23	PRG1_CELE_T04F8.2_data
16.97	PRG1_CELE_T04F8.2_data
17.5	PRG1_CELE_T04F3.5_data
19.17	PRG1_CELE_T04F3.5_data
20.67	PRG1_CELE_T04F3.5_data
17.28	PRG1_CELE_T04F3.5_data
17.62	PRG1_CELE_T04F3.5_data
3.45	PRG1_CELE_T04F8.3_data
3.19	PRG1_CELE_T04F8.3_data
3.25	PRG1_CELE_T04F8.3_data
3.38	PRG1_CELE_T04F8.3_data
3.46	PRG1_CELE_T04F8.3_data
18.54	PRG1_CELE_T04F8.8_data
21.86	PRG1_CELE_T04F8.8_data
22.03	PRG1_CELE_T04F8.8_data
21.29	PRG1_CELE_T04F8.8_data
20.25	PRG1_CELE_T04F8.8_data
16.01	PRG1_CELE_T04F8.9_data
17.53	PRG1_CELE_T04F8.9_data
16.44	PRG1_CELE_T04F8.9_data
16.81	PRG1_CELE_T04F8.9_data
18.29	PRG1_CELE_T04F8.9_data
10.56	PRG1_CELE_T04F8.7_data
9.97	PRG1_CELE_T04F8.7_data
9.41	PRG1_CELE_T04F8.7_data
10.25	PRG1_CELE_T04F8.7_data
10.54	PRG1_CELE_T04F8.7_data
17.35	PRG1_CELE_T04G9.6_data
16.29	PRG1_CELE_T04G9.6_data
16.62	PRG1_CELE_T04G9.6_data
17.29	PRG1_CELE_T04G9.6_data
19.14	PRG1_CELE_T04G9.6_data
26.94	PRG1_CELE_T04G9.4_data
26.86	PRG1_CELE_T04G9.4_data
28.42	PRG1_CELE_T04G9.4_data
27.49	PRG1_CELE_T04G9.4_data
28.2	PRG1_CELE_T04G9.4_data
19.32	PRG1_CELE_T04G9.7_data
21.91	PRG1_CELE_T04G9.7_data
19.53	PRG1_CELE_T04G9.7_data
18.81	PRG1_CELE_T04G9.7_data
19.56	PRG1_CELE_T04G9.7_data
19.47	PRG1_CELE_T04H1.12_data
27.22	PRG1_CELE_T04H1.12_data
18.6	PRG1_CELE_T04H1.12_data
28.16	PRG1_CELE_T04H1.12_data
18.75	PRG1_CELE_T04H1.12_data
19.1	PRG1_CELE_T04H1.13_data
19.12	PRG1_CELE_T04H1.13_data
18.43	PRG1_CELE_T04H1.13_data
17.93	PRG1_CELE_T04H1.13_data
18.61	PRG1_CELE_T04H1.13_data
20.37	PRG1_CELE_T04H1.5_data
19.79	PRG1_CELE_T04H1.5_data
19.8	PRG1_CELE_T04H1.5_data
20.26	PRG1_CELE_T04H1.5_data
20.58	PRG1_CELE_T04H1.5_data
25.56	PRG1_CELE_T05A1.5_data
24.51	PRG1_CELE_T05A1.5_data
20.32	PRG1_CELE_T05A1.5_data
22.24	PRG1_CELE_T05A1.5_data
24.88	PRG1_CELE_T05A1.5_data
11.11	PRG1_CELE_T05A10.6_data
11.27	PRG1_CELE_T05A10.6_data
10.49	PRG1_CELE_T05A10.6_data
10.77	PRG1_CELE_T05A10.6_data
26.27	PRG1_CELE_T05A10.6_data
21.08	PRG1_CELE_T05A12.4_data
19.67	PRG1_CELE_T05A12.4_data
18.96	PRG1_CELE_T05A12.4_data
20.22	PRG1_CELE_T05A12.4_data
22.64	PRG1_CELE_T05A12.4_data
16.6	PRG1_CELE_T05A12.3_data
16.29	PRG1_CELE_T05A12.3_data
16.26	PRG1_CELE_T05A12.3_data
18.93	PRG1_CELE_T05A12.3_data
15.96	PRG1_CELE_T05A12.3_data
25.68	PRG1_CELE_T05A7.11_data
24.6	PRG1_CELE_T05A7.11_data
25.38	PRG1_CELE_T05A7.11_data
27.57	PRG1_CELE_T05A7.11_data
25.74	PRG1_CELE_T05A7.11_data
25.63	PRG1_CELE_T05A7.1_data
29.57	PRG1_CELE_T05A7.1_data
28.12	PRG1_CELE_T05A7.1_data
28.4	PRG1_CELE_T05A7.1_data
25.39	PRG1_CELE_T05A7.1_data
11.98	PRG1_CELE_T05A7.3_data
12.28	PRG1_CELE_T05A7.3_data
12.33	PRG1_CELE_T05A7.3_data
12.18	PRG1_CELE_T05A7.3_data
11.5	PRG1_CELE_T05A7.3_data
25.83	PRG1_CELE_T05A7.13_data
28.46	PRG1_CELE_T05A7.13_data
26.65	PRG1_CELE_T05A7.13_data
27.04	PRG1_CELE_T05A7.13_data
27.7	PRG1_CELE_T05A7.13_data
24.05	PRG1_CELE_T05A7.7_data
18.38	PRG1_CELE_T05A7.7_data
18.08	PRG1_CELE_T05A7.7_data
25.0	PRG1_CELE_T05A7.7_data
18.28	PRG1_CELE_T05A7.7_data
25.49	PRG1_CELE_T05A7.6_data
22.03	PRG1_CELE_T05A7.6_data
25.35	PRG1_CELE_T05A7.6_data
22.47	PRG1_CELE_T05A7.6_data
22.06	PRG1_CELE_T05A7.6_data
15.09	PRG1_CELE_T05A8.1_data
28.74	PRG1_CELE_T05A8.1_data
16.21	PRG1_CELE_T05A8.1_data
24.52	PRG1_CELE_T05A8.1_data
25.93	PRG1_CELE_T05A8.1_data
8.35	PRG1_CELE_T05A8.2_data
8.37	PRG1_CELE_T05A8.2_data
8.57	PRG1_CELE_T05A8.2_data
8.85	PRG1_CELE_T05A8.2_data
8.83	PRG1_CELE_T05A8.2_data
21.56	PRG1_CELE_T05A8.11_data
20.75	PRG1_CELE_T05A8.11_data
21.1	PRG1_CELE_T05A8.11_data
19.68	PRG1_CELE_T05A8.11_data
20.36	PRG1_CELE_T05A8.11_data
27.66	PRG1_CELE_T05A8.7_data
23.33	PRG1_CELE_T05A8.7_data
26.63	PRG1_CELE_T05A8.7_data
25.79	PRG1_CELE_T05A8.7_data
25.76	PRG1_CELE_T05A8.7_data
12.94	PRG1_CELE_T05A8.8_data
13.8	PRG1_CELE_T05A8.8_data
15.01	PRG1_CELE_T05A8.8_data
14.9	PRG1_CELE_T05A8.8_data
